release_year,length,genre,rating,imdb_votes,gross_US_CA,imdb_score
1974,122,0,10,16771,79.7,5.9
1993,85,0,11,16770,14.68,7.5
2011,109,5,13,16750,3.79,7.2
1991,111,7,13,16747,33.67,6.0
1984,108,0,10,16734,28.08,5.0
1983,93,7,10,16718,64.89,4.7
2003,219,4,11,16718,12.87,6.2
2016,99,0,11,16714,2.28,5.6
1990,123,7,13,16703,23.0,6.1
1988,121,7,10,16701,32.63,6.7
2000,101,5,11,16699,2.25,7.2
2006,113,6,13,16697,12.51,5.1
1983,99,5,13,16695,16.8,6.4
2009,90,5,13,16692,4.36,6.3
1956,111,5,9,16690,13.0,6.9
2019,130,7,9,16678,3.6,6.5
2014,121,2,13,16674,0.28,6.9
1980,100,0,10,16664,66.13,5.2
1974,111,4,13,16664,8.43,7.6
2012,96,3,14,16664,0.17,6.9
1992,92,6,13,16662,21.37,6.0
2003,98,4,13,16656,0.73,6.2
1968,108,5,4,16651,5.09,6.5
1985,134,0,13,16651,18.7,6.8
2009,107,7,10,16648,22.46,5.0
1985,120,7,13,16638,17.04,7.3
1969,129,7,13,16636,1.14,6.8
2018,112,4,13,16631,0.57,6.5
2004,91,0,11,16631,0.1,5.3
2012,85,5,13,16622,1.24,6.0
1985,100,5,11,16613,11.5,6.5
1985,109,0,11,16609,25.75,6.8
2017,120,4,11,16607,0.11,6.4
1985,97,5,13,16607,2.45,6.8
2013,88,12,11,16607,15.18,4.0
2016,92,12,11,16604,10.73,4.5
2014,108,0,13,16602,0.05,5.2
1960,162,2,12,16601,17.26,6.8
1991,112,5,13,16592,1.71,7.0
1986,113,5,13,16569,38.7,6.2
1995,83,5,13,16562,0.26,6.0
1992,119,6,13,16557,22.66,6.8
2010,91,2,13,16554,0.0,5.3
1974,104,5,13,16547,0.01,7.8
2016,111,4,11,16544,3.9,6.9
2014,90,5,13,16535,1.43,6.9
1970,113,7,13,16511,1.05,6.9
2009,128,5,9,16499,2.43,6.8
1999,106,7,11,16497,13.38,6.3
2018,114,2,9,16495,0.18,7.6
1991,97,5,10,16487,34.0,5.4
2016,113,7,11,16481,0.88,7.5
1992,112,5,13,16455,46.67,5.9
2012,101,5,13,16453,0.01,6.3
1980,173,4,10,16445,3.27,8.2
1957,122,4,12,16440,11.75,7.1
1985,92,5,10,16418,8.6,5.7
2008,88,2,10,16413,0.21,6.4
1964,118,7,3,16408,7.96,7.8
2010,114,7,9,16400,0.18,6.7
2014,115,4,10,16395,30.13,6.6
2018,107,0,11,16392,3.19,5.9
2013,123,5,13,16385,70.53,6.6
2008,83,2,4,16359,45.59,4.3
1990,102,0,13,16322,8.22,5.8
1994,96,6,13,16321,16.04,6.6
2010,87,5,10,16320,33.64,4.3
2018,88,0,11,16311,46.38,5.5
2013,94,5,9,16304,0.3,6.5
2017,100,7,13,16291,11.27,5.1
2001,104,5,11,16291,19.69,5.0
2015,79,5,13,16291,6.98,6.7
2015,115,6,13,16289,0.25,7.2
2014,79,5,10,16280,2.78,1.3
1985,92,0,13,16268,16.12,5.8
2019,166,7,9,16260,2.73,3.5
1984,87,5,11,16255,25.31,5.9
1993,106,5,13,16251,6.93,7.6
2001,94,5,11,16243,32.1,5.4
1942,100,5,12,16240,8.18,7.3
2006,105,3,13,16240,0.06,6.6
2002,98,0,11,16220,15.36,4.6
2011,98,7,13,16215,1.12,6.2
2017,113,7,10,16210,1.33,6.5
1999,97,5,11,16210,18.54,6.8
1959,114,7,3,16207,13.9,7.5
2011,98,7,11,16205,1.76,7.2
2013,136,7,9,16180,0.38,7.4
1991,134,6,13,16167,33.24,6.9
1966,103,7,9,16160,0.2,7.4
2017,107,7,13,16160,0.3,6.6
1995,111,4,13,16158,0.34,6.5
2000,87,5,13,16158,1.28,6.2
1942,126,4,12,16156,11.8,7.6
1983,123,6,13,16139,9.2,7.2
2018,112,4,13,16137,4.34,4.7
2003,105,5,13,16134,0.9,6.8
1978,116,5,10,16125,45.0,6.8
1988,106,5,11,16123,43.18,6.6
1988,91,0,13,16118,25.22,6.3
2008,84,0,13,16117,0.19,5.0
1994,100,0,13,16108,0.17,7.0
2018,102,5,13,16107,0.99,5.7
1997,91,5,13,16100,5.48,6.9
2013,112,7,13,16095,0.25,6.0
1988,98,5,10,16094,11.8,3.8
2006,122,4,13,16068,0.22,6.3
1969,146,2,4,16061,7.24,7.0
1916,163,7,12,16050,2.18,7.7
1998,96,5,13,16041,15.06,6.0
2008,126,2,9,16030,0.71,7.4
2001,123,5,13,16024,0.62,7.8
2005,103,5,13,16016,11.03,7.0
2003,93,7,9,16009,0.37,4.9
2017,143,7,9,16009,0.13,7.4
2001,115,6,13,16006,1.36,7.3
1984,102,2,10,16005,8.1,6.1
1997,98,5,11,16005,28.66,5.2
2000,100,7,13,15997,0.74,6.1
2010,110,12,13,15977,0.06,5.9
1981,97,2,4,15972,31.21,7.1
1991,83,5,11,15970,11.34,5.8
2016,119,4,13,15949,0.3,6.9
2007,106,6,13,15944,0.31,7.2
1988,86,5,11,15936,3.81,5.5
1986,93,5,10,15933,13.43,6.3
2003,167,7,9,15927,0.84,6.5
1985,108,7,13,15921,40.5,6.5
1988,97,0,13,15920,7.28,6.4
2015,100,5,13,15915,0.0,6.4
2014,108,5,9,15908,2.87,6.6
2002,93,5,13,15906,10.2,5.4
2004,111,5,13,15905,3.84,6.6
1999,101,5,13,15905,6.85,5.9
1989,100,2,10,15903,14.28,6.0
1980,219,2,13,15887,3.48,6.7
1990,100,5,13,15884,26.39,6.5
1978,134,2,4,15863,21.05,5.5
2015,82,5,9,15854,0.32,7.3
1990,94,17,13,15849,5.73,5.9
2017,89,7,13,15841,0.62,6.3
2007,95,5,9,15839,0.02,7.4
1996,105,5,11,15835,5.73,7.7
1993,97,12,13,15824,0.05,5.9
1985,95,0,13,15816,10.5,5.4
1994,135,7,13,15816,2.62,7.8
1995,135,7,13,15814,10.4,5.3
1951,171,4,9,15808,24.29,7.1
1991,96,5,13,15805,4.53,7.4
1971,94,5,11,15802,0.55,7.1
2000,172,0,9,15800,0.36,6.9
1989,113,5,11,15790,28.89,6.5
2010,122,7,11,15781,3.95,7.2
2013,84,7,9,15768,0.0,5.3
2015,112,5,13,15766,0.38,7.7
1980,132,7,10,15749,53.3,6.4
1994,111,2,11,15742,5.78,5.9
2015,127,7,10,15740,0.46,7.5
1998,91,0,13,15725,10.08,4.8
1992,99,7,13,15721,13.28,4.5
2006,82,5,13,15721,0.08,6.5
2010,113,5,13,15705,1.09,7.1
1996,113,6,13,15698,14.55,6.0
1998,91,2,10,15696,27.01,6.5
2006,85,6,13,15695,0.02,6.6
2014,141,5,9,15694,0.34,6.8
1985,104,19,13,15675,0.39,6.5
2006,91,6,13,15672,7.83,5.9
1995,119,7,13,15666,0.51,7.1
1997,87,2,10,15666,21.38,4.0
2009,101,0,9,15665,0.09,6.8
1992,90,0,13,15657,5.43,6.0
1998,87,5,11,15656,19.88,5.5
2010,82,3,10,15652,43.59,4.3
2003,123,4,11,15647,5.79,6.6
1999,109,7,13,15644,16.46,5.0
2017,124,0,9,15637,0.03,6.6
2012,103,5,11,15636,1.38,5.7
1930,104,7,12,15629,0.08,7.7
2007,99,2,10,15619,8.79,4.7
1993,109,7,13,15608,27.52,6.1
1984,101,0,13,15606,22.81,5.4
2015,137,5,9,15606,0.22,7.3
2004,104,5,13,15605,0.02,7.7
2016,111,5,11,15603,54.03,5.9
2006,118,7,13,15600,0.02,7.4
1996,88,2,4,15566,49.14,5.9
2008,145,5,9,15562,1.24,6.5
2007,121,0,13,15560,0.05,6.1
2012,109,7,9,15558,0.97,7.1
2001,130,6,13,15543,28.73,6.4
1996,101,2,11,15528,22.29,6.5
2004,109,2,10,15517,18.95,7.0
1993,72,3,4,15514,9.32,6.0
1994,113,5,11,15513,13.15,6.3
2004,132,7,13,15507,0.4,6.5
2011,104,5,10,15505,10.13,5.4
1994,133,5,13,15501,11.3,5.2
2018,104,0,13,15491,0.0,5.3
1985,94,5,11,15465,10.0,5.5
2006,86,5,11,15455,5.54,6.3
1965,97,21,9,15447,20.67,6.7
2004,106,5,11,15438,65.11,5.7
2017,98,7,13,15432,0.47,6.4
2002,106,6,13,15431,0.03,7.4
2012,88,2,4,15408,1.06,1.7
1999,181,7,13,15405,5.1,7.5
2004,100,0,10,15405,23.63,4.5
2015,120,7,10,15401,67.79,6.4
1991,99,7,10,15397,25.01,6.6
2011,95,5,9,15397,0.0,7.5
2005,153,5,13,15393,0.08,7.8
2000,91,5,11,15386,20.04,5.0
2001,89,5,13,15383,0.31,7.5
1995,106,5,13,15381,50.89,5.7
1986,107,2,10,15375,9.7,5.7
2004,84,0,11,15372,15.71,5.7
2014,91,5,9,15371,0.07,6.2
1986,93,12,13,15370,14.48,5.4
1986,84,5,13,15355,7.14,6.8
1996,108,7,13,15353,5.71,5.8
2017,105,4,10,15352,1.28,6.0
2002,94,5,13,15349,3.03,5.4
1959,105,7,9,15347,0.02,8.5
2013,98,7,13,15339,0.02,6.3
1932,83,5,12,15333,1.04,8.0
2010,107,0,11,15333,1.18,5.1
2011,107,0,11,15331,3.02,5.5
2009,107,5,10,15319,16.09,5.6
1992,102,5,13,15313,4.48,7.0
2008,149,0,9,15313,1.37,6.6
2018,111,7,13,15310,0.37,6.2
1994,113,7,9,15307,0.76,7.9
2011,98,0,13,15293,0.01,7.0
1952,152,7,12,15278,36.0,6.6
2003,108,6,13,15263,1.62,7.4
2002,86,5,13,15261,0.33,6.3
2000,116,7,11,15260,15.53,5.8
1986,110,7,13,15246,15.45,6.2
2005,116,5,11,15245,50.63,5.7
2013,94,5,11,15239,0.3,5.7
1986,117,0,11,15233,24.16,5.5
1996,87,5,13,15232,5.59,5.4
2004,118,4,11,15228,6.32,6.7
2008,114,5,11,15227,42.44,5.5
1995,92,5,13,15225,0.44,6.7
2007,144,5,9,15223,1.21,6.0
1999,115,5,13,15220,1.76,5.9
1961,80,7,9,15206,4.36,7.0
1964,133,6,9,15195,7.63,7.5
1977,111,5,10,15190,102.0,7.4
2007,93,5,11,15186,5.69,2.2
2012,145,0,9,15177,1.5,5.3
2013,100,7,9,15175,0.32,6.8
1981,96,12,13,15167,7.89,5.9
1994,101,5,11,15166,20.04,6.7
1966,114,5,19,15145,18.87,7.0
2002,95,0,13,15127,25.48,5.8
1972,134,2,5,15125,16.35,7.4
2012,103,6,9,15112,0.02,7.1
2003,98,5,11,15106,22.73,5.5
1983,128,6,13,15106,15.9,6.7
1995,110,7,13,15100,2.6,7.3
2005,117,7,11,15096,3.22,7.7
2009,91,0,13,15074,0.26,5.2
2010,100,5,10,15073,21.52,5.9
1988,97,7,13,15071,18.88,5.8
1997,101,4,10,15060,9.22,7.2
2018,103,5,11,15049,42.47,5.8
2000,96,5,11,15042,15.43,5.7
2017,103,3,10,15040,2.42,6.8
2005,87,2,10,15033,0.48,4.8
1959,124,5,3,15004,23.3,7.2
1935,119,0,12,14999,2.96,7.7
2007,159,6,11,14997,0.13,7.6
2012,90,5,9,14994,0.02,6.2
1956,110,7,9,14984,0.17,8.3
1998,111,7,13,14981,8.29,6.9
2002,85,3,10,14963,40.11,5.6
1993,108,5,11,14961,20.21,5.6
1990,97,5,13,14960,16.19,6.4
2007,98,0,13,14945,0.22,6.6
2000,107,6,13,14940,29.37,5.1
1961,182,4,3,14933,26.62,7.2
2012,105,7,13,14932,1.56,7.1
2010,144,5,9,14932,1.17,5.5
1958,116,0,9,14907,7.0,7.0
1990,97,5,13,14897,27.63,5.7
1996,124,7,11,14896,51.09,6.1
2002,86,5,13,14893,4.81,5.3
2009,111,5,10,14889,5.21,6.3
2002,113,5,13,14887,0.15,7.5
1999,95,7,13,14882,0.26,7.4
1987,88,5,11,14869,30.06,5.0
2001,86,5,11,14862,10.4,5.4
2006,120,0,13,14862,0.32,7.0
2013,98,7,13,14834,0.49,5.9
1996,107,7,13,14833,17.1,5.4
2012,86,2,11,14824,9.4,5.4
1930,97,5,4,14824,0.91,7.4
1993,96,5,10,14818,11.0,6.2
2000,107,5,11,14792,12.37,5.3
2001,104,0,11,14790,27.07,4.7
2013,117,5,13,14784,0.34,6.9
2013,98,6,9,14782,0.36,7.5
1972,100,0,10,14774,7.3,6.8
2012,96,5,13,14771,0.63,6.0
1992,124,7,13,14770,28.59,5.9
1988,97,5,10,14768,40.15,6.4
2004,104,5,11,14766,21.8,5.6
2010,107,2,13,14762,0.04,6.5
2009,99,5,13,14762,0.04,6.4
1997,121,6,13,14759,2.22,6.3
1998,116,5,13,14754,2.09,6.9
1983,133,7,10,14753,40.22,6.6
2012,103,4,11,14750,2.45,7.0
2000,135,7,13,14749,0.87,7.4
2010,90,3,10,14747,25.08,5.1
2009,108,4,11,14747,0.34,6.6
2015,93,7,13,14747,0.14,7.2
2010,108,5,9,14747,0.18,6.4
2001,81,5,11,14739,13.28,5.7
1999,90,7,13,14739,3.15,6.6
1990,106,5,11,14724,7.33,6.6
2017,87,12,11,14714,0.0,4.8
2011,109,6,9,14707,0.02,7.3
2005,94,5,13,14703,0.81,6.6
1990,137,6,13,14686,10.01,6.1
2002,94,0,10,14685,36.99,5.2
1992,92,5,11,14685,0.75,5.7
2011,127,6,9,14675,0.17,7.3
1997,96,6,9,14669,0.22,7.2
2001,81,0,11,14661,3.29,5.2
1993,140,0,13,14660,5.86,6.8
2010,98,5,9,14652,0.39,6.2
2004,143,5,9,14649,0.35,7.0
1931,98,12,12,14647,2.79,7.6
1984,106,7,11,14644,10.6,6.5
2021,96,3,10,14629,48.95,5.9
2016,86,5,13,14627,1.03,6.4
1980,96,9,10,14624,22.76,5.3
2009,88,5,11,14619,6.37,5.3
2002,115,7,13,14618,1.55,6.3
1991,125,7,13,14616,0.12,7.6
2015,98,0,9,14611,0.45,5.0
2014,94,5,11,14611,15.16,5.8
1997,118,6,13,14611,6.48,6.4
1989,97,0,11,14605,1.7,6.4
1985,107,2,10,14605,23.72,6.2
2007,90,7,13,14584,0.3,6.3
1994,112,5,13,14583,38.82,6.6
1993,102,7,11,14580,18.9,6.8
1996,114,0,13,14579,14.75,6.0
2000,93,3,4,14574,17.05,5.8
2001,180,0,13,14565,0.7,6.4
2007,86,7,9,14565,0.05,7.0
2016,154,7,9,14560,0.02,7.5
2002,132,4,9,14556,0.27,7.2
2018,116,7,9,14540,0.9,6.7
1993,110,6,13,14538,3.28,6.6
2017,107,6,13,14537,0.8,6.8
1924,90,7,9,14532,0.09,8.0
1946,94,3,4,14519,63.72,7.0
1999,90,5,11,14514,28.54,5.5
2010,104,2,10,14509,0.98,6.5
2012,116,5,13,14500,1.63,6.5
2018,101,7,13,14496,1.64,7.1
2003,97,0,13,14491,0.04,5.4
1980,99,5,13,14490,41.68,6.0
1965,117,0,3,14490,17.11,7.1
2012,146,5,9,14487,1.03,6.3
1998,87,5,13,14480,2.28,6.3
1997,134,7,11,14479,20.73,7.2
2007,93,0,13,14474,10.6,4.8
1988,81,7,10,14464,1.56,7.2
1990,97,0,11,14447,0.01,3.2
2012,105,7,11,14427,3.35,6.5
2000,118,7,9,14425,0.1,7.1
1993,114,5,19,14423,2.09,6.5
1983,110,5,10,14419,14.65,7.2
2008,108,0,9,14413,0.01,6.4
1999,96,5,11,14410,4.39,5.2
2013,111,0,9,14406,0.3,6.6
2017,109,4,13,14402,9.47,6.6
2017,93,5,13,14399,0.55,6.0
2008,95,5,13,14396,0.43,6.8
1997,97,0,11,14392,1.71,2.9
2002,105,4,13,14381,2.06,6.7
2011,122,5,9,14380,1.07,5.7
2016,107,7,13,14378,0.61,6.8
2008,90,2,10,14376,0.75,6.4
2002,117,7,11,14374,6.84,6.6
1950,96,6,9,14367,3.6,7.9
1994,108,7,11,14366,22.36,6.2
2012,130,7,13,14365,0.52,6.8
1994,87,2,10,14351,7.14,4.5
1987,95,5,10,14349,3.59,7.4
1930,63,5,9,14341,0.03,7.2
2010,84,0,13,14326,0.71,6.8
1999,127,7,11,14324,14.38,6.7
1998,108,5,13,14323,1.2,7.5
2003,98,6,8,14307,0.77,6.4
2010,85,0,13,14304,0.06,5.4
1992,95,5,19,14296,0.94,6.4
1982,116,5,10,14295,19.28,7.0
1939,133,5,9,14285,2.27,7.7
2017,93,5,11,14272,0.01,6.7
2010,99,0,13,14270,0.01,4.9
1988,110,0,13,14269,29.3,6.8
2019,109,4,13,14268,18.99,5.5
2000,90,7,9,14268,0.02,6.9
2016,91,7,11,14263,6.88,4.8
2007,86,3,13,14256,5.52,6.7
2005,134,6,9,14253,0.06,7.2
2007,115,2,13,14242,0.18,6.9
2000,103,6,13,14235,0.03,6.7
1957,83,2,3,14234,21.91,7.2
1974,105,5,10,14220,17.3,7.3
1994,102,0,11,14216,16.48,5.5
2004,98,5,13,14216,0.1,7.3
2007,95,5,10,14209,1.06,7.1
1994,91,5,10,14198,28.86,4.9
1988,88,0,13,14196,13.03,6.6
2019,109,7,13,14192,1.78,6.6
1969,164,5,11,14187,31.68,6.6
2014,98,5,10,14182,10.43,5.3
2016,128,6,13,14173,0.18,7.3
2004,95,7,13,14171,5.76,5.8
2016,102,7,11,14160,0.28,6.9
1995,96,5,13,14141,0.7,6.7
1965,137,5,9,14141,0.08,7.5
2004,95,0,10,14139,6.77,4.3
1986,106,5,13,14133,26.29,6.0
1981,124,7,13,14128,22.6,6.9
2002,118,7,13,14125,5.71,6.7
2006,99,5,11,14115,11.43,6.6
1985,100,0,11,14114,15.06,5.2
1999,138,7,13,14108,0.63,6.7
1967,111,5,9,14104,7.63,7.4
2000,94,6,13,14092,0.04,6.6
2006,96,7,13,14086,0.06,6.1
1988,110,7,13,14082,3.47,7.2
2017,105,7,13,14081,0.51,6.7
1989,107,5,11,14081,1.93,6.1
2011,113,0,13,14076,0.02,5.6
2006,105,7,13,14075,0.55,7.3
1982,102,5,10,14073,47.12,5.8
1999,90,5,13,14070,1.71,7.5
1960,79,7,3,14066,3.16,6.9
2017,103,4,11,14027,0.77,6.4
1981,116,7,10,14025,40.72,6.9
1993,97,2,10,14006,12.74,4.8
2006,157,5,9,14001,0.65,6.6
2011,97,7,11,13998,4.75,5.6
2021,93,3,10,13991,56.49,5.4
1995,111,7,13,13991,0.83,6.3
1999,128,7,11,13990,22.37,5.9
1994,79,5,11,13981,4.35,6.5
1978,127,7,13,13980,32.65,7.3
1999,94,5,10,13976,36.83,5.1
2017,106,4,11,13969,17.4,6.4
1997,97,5,13,13963,2.86,7.1
2019,109,5,11,13954,40.67,5.5
1958,88,0,4,13943,6.98,7.1
2002,104,5,13,13925,1.78,6.9
1987,113,5,11,13924,10.02,7.3
2009,109,0,13,13924,0.02,4.5
1973,103,0,13,13918,0.15,6.1
1973,95,2,4,13918,0.95,7.4
1980,107,7,10,13901,7.14,7.8
2016,107,7,13,13899,1.03,6.4
1994,114,6,13,13898,8.09,7.5
2006,104,4,11,13896,0.35,6.7
1986,107,0,13,13893,38.5,6.5
1971,98,5,13,13884,28.62,6.9
1991,116,7,11,13876,14.79,6.4
2010,103,7,9,13868,0.56,7.4
2011,102,5,9,13861,0.48,6.7
1987,157,4,10,13855,5.9,7.4
2007,87,5,11,13854,3.05,7.5
1984,99,0,11,13847,6.77,5.8
1989,137,7,13,13844,1.13,7.0
1997,101,0,11,13840,14.33,5.4
1995,103,5,11,13822,17.52,6.5
1981,94,12,13,13819,0.22,6.5
2007,124,7,13,13817,0.24,6.1
2007,117,7,11,13815,12.41,6.4
1940,106,2,9,13811,0.27,7.4
1932,92,6,12,13809,1.42,8.2
2018,92,4,13,13804,0.3,6.1
1992,114,7,11,13801,4.65,6.9
1974,118,7,13,13798,0.63,6.6
2004,97,7,13,13795,1.03,6.6
1996,80,5,11,13793,4.61,5.5
1998,91,5,13,13787,5.48,6.7
1998,113,5,13,13786,2.99,6.7
1981,117,6,13,13773,0.11,7.1
1999,117,5,10,13772,14.35,6.9
1959,134,7,3,13771,11.0,7.1
2007,84,7,13,13764,0.42,6.8
1996,86,5,11,13749,20.95,5.5
1994,115,5,10,13745,20.16,6.6
2015,108,4,13,13743,0.19,6.9
2003,104,6,13,13743,1.01,7.0
1992,108,5,11,13729,23.37,6.1
2003,110,0,11,13720,21.7,4.6
2011,170,0,9,13716,1.56,7.4
2014,104,7,9,13702,0.03,6.5
2000,103,12,13,13691,0.01,6.0
2004,93,7,10,13691,0.22,6.5
1988,99,2,10,13688,6.42,3.3
1988,93,5,13,13684,1.19,6.0
2018,113,4,13,13683,2.0,6.1
2015,109,7,13,13679,0.16,6.6
2015,104,5,9,13669,0.03,6.7
2005,140,5,9,13663,1.41,6.3
1995,95,12,13,13662,13.94,5.2
2003,96,5,11,13661,14.21,5.5
2006,91,0,13,13651,0.01,5.1
2009,120,4,13,13646,0.04,7.3
2013,88,5,13,13638,0.17,5.6
1990,136,4,8,13635,11.57,6.3
1963,129,2,9,13630,37.6,6.4
2005,106,7,10,13629,32.7,6.8
1989,100,2,10,13595,0.79,6.0
1927,144,7,11,13595,6.59,7.6
2001,141,4,13,13593,6.17,7.5
2006,110,0,13,13587,1.02,4.5
1962,157,0,3,13585,14.0,7.1
2006,98,7,19,13582,0.12,7.1
2000,112,5,13,13573,4.45,7.1
2016,76,7,13,13570,0.03,6.2
2019,120,7,13,13565,1.04,6.4
1972,78,3,2,13559,25.0,6.2
1999,89,7,4,13557,1.28,7.8
2014,124,7,13,13552,0.79,7.3
2016,87,12,11,13551,4.79,5.3
1998,94,6,13,13551,15.03,6.2
1971,110,21,11,13548,16.35,7.1
1995,115,5,13,13532,23.45,6.5
1980,150,5,10,13518,2.5,8.1
1999,118,5,11,13516,10.92,6.8
1985,99,8,10,13509,7.84,6.2
2001,95,5,13,13503,5.52,5.0
2007,101,5,13,13502,0.71,6.6
2002,102,7,11,13498,10.1,6.3
2000,84,5,13,13483,13.59,5.2
1983,96,7,13,13476,3.76,5.7
2014,121,7,11,13474,21.57,6.6
2011,86,3,10,13472,10.14,4.7
2019,96,7,13,13459,5.04,6.8
2001,86,5,11,13457,23.98,4.7
2015,108,2,14,13457,0.21,7.3
2007,88,0,13,13454,0.0,6.7
2015,124,7,19,13450,0.05,7.1
2016,88,5,11,13449,1.02,6.6
2010,100,7,9,13435,0.58,7.0
2010,123,0,9,13434,1.6,6.0
1992,88,2,10,13433,10.74,6.2
1972,104,5,13,13432,0.57,6.8
1986,111,5,11,13429,36.61,6.3
2014,133,5,9,13427,0.38,6.0
1998,100,5,11,13419,2.64,7.2
1998,137,7,19,13417,0.11,7.9
2015,156,0,9,13417,0.27,6.4
2012,128,7,11,13414,0.26,6.3
2010,86,5,9,13413,0.12,5.7
1997,110,7,13,13397,5.94,6.4
1968,142,7,4,13394,21.71,5.6
1976,95,5,4,13393,25.94,6.3
2007,113,5,11,13385,55.18,5.9
2015,103,5,11,13385,4.27,6.3
1988,104,5,13,13378,2.98,5.9
1995,91,0,13,13374,11.53,4.3
2001,108,0,13,13373,0.3,6.8
2009,127,7,13,13368,0.52,6.8
1994,93,5,13,13367,14.82,6.3
2002,85,5,11,13366,13.97,5.1
1975,110,5,13,13365,49.41,6.4
2000,186,6,9,13360,0.27,7.9
2018,101,4,13,13351,1.58,6.4
1992,101,0,13,13347,13.75,6.3
2013,110,0,11,13337,0.02,6.7
1976,106,2,10,13335,8.72,6.5
1988,95,5,13,13333,0.81,6.1
2006,113,7,9,13333,0.15,6.8
1988,106,5,11,13328,16.03,5.9
2005,86,5,10,13328,16.81,5.1
2013,108,2,9,13322,0.03,7.2
2017,91,6,9,13316,0.01,4.8
1999,100,7,13,13312,12.02,5.5
2013,90,7,9,13303,0.03,6.2
2008,133,7,11,13301,6.41,6.7
1991,107,5,11,13292,4.6,6.5
2002,97,0,13,13290,3.04,7.0
2011,119,7,13,13286,0.58,6.2
2010,135,5,9,13285,1.08,2.6
1972,120,5,13,13283,0.73,7.3
1996,126,7,9,13277,2.29,6.5
1995,95,6,13,13271,9.8,5.3
1989,110,6,13,13270,12.2,5.7
1955,101,2,3,13261,0.02,7.8
1986,102,5,13,13261,17.69,6.5
2014,185,0,9,13258,0.23,6.2
2017,121,2,13,13257,1.16,7.2
2002,89,12,11,13249,12.84,4.8
1986,96,5,10,13244,1.48,6.6
2009,106,6,11,13243,0.03,5.8
2017,105,6,9,13234,0.3,7.2
2011,90,5,13,13226,0.36,5.8
2008,99,7,13,13225,3.39,6.4
1994,96,0,11,13223,2.34,3.9
2006,95,5,13,13216,3.34,7.1
1990,138,2,13,13213,2.08,6.7
1984,88,12,13,13199,4.65,5.6
2000,89,2,10,13193,60.02,5.1
2004,89,5,8,13190,1.34,5.1
1989,108,5,10,13187,16.28,6.4
1966,92,5,9,13182,3.27,7.6
2008,103,7,13,13180,0.54,7.0
1959,180,4,3,13177,5.01,7.4
2010,84,4,13,13177,0.62,6.6
1979,97,12,13,13153,21.41,6.4
1994,126,7,11,13135,16.55,6.7
2018,86,3,10,13113,43.24,5.2
2004,110,5,11,13110,14.47,5.3
2006,99,12,13,13105,1.26,5.5
2007,106,7,13,13103,0.48,5.8
2013,111,6,9,13095,0.16,7.2
1932,63,0,11,13087,0.97,7.1
1994,99,0,13,13084,15.24,5.2
2011,110,5,11,13082,0.53,7.4
2018,106,0,11,13078,0.01,6.2
1999,160,4,13,13074,6.2,7.4
1977,123,2,10,13068,6.84,6.2
2006,77,7,9,13063,1.1,6.3
2009,111,2,10,13060,14.24,5.8
2000,78,3,4,13059,76.51,6.1
1990,130,7,13,13036,16.15,6.7
1971,109,7,13,13029,0.05,7.6
1983,107,0,10,13020,12.23,6.3
2015,100,5,13,13002,0.62,6.1
2006,112,7,9,13001,0.03,7.4
2018,116,5,9,12991,0.33,7.5
2009,89,7,13,12989,0.01,6.6
2004,88,12,9,12961,0.0,6.1
1999,124,7,10,12960,14.86,6.8
1996,88,2,10,12959,9.87,5.3
2011,87,0,13,12952,0.02,5.2
2011,88,0,13,12951,0.02,6.0
1985,115,0,13,12950,7.56,6.4
2005,94,5,13,12948,1.25,6.7
1970,114,20,4,12944,9.27,6.7
2016,120,7,10,12942,20.77,4.3
1996,123,5,10,12941,48.1,5.7
1990,91,0,13,12937,4.35,6.1
2007,107,6,13,12923,0.4,6.8
2014,94,7,13,12911,2.25,6.7
2003,101,6,13,12909,0.03,6.3
2002,132,2,10,12906,1.59,7.1
2007,95,7,13,12899,0.06,6.9
1988,161,4,13,12895,2.18,7.1
2003,105,2,11,12893,5.11,5.9
2015,103,4,11,12884,0.53,6.6
1963,116,7,19,12869,0.04,7.8
2007,155,5,9,12867,1.06,5.8
2005,84,5,13,12866,0.37,6.9
2017,107,7,9,12864,0.17,6.2
2000,94,5,11,12862,36.05,4.8
2005,115,7,9,12853,0.02,7.4
2008,99,5,10,12851,1.84,6.4
1984,128,0,13,12849,25.1,5.9
2001,121,7,11,12845,0.67,6.4
2006,85,5,13,12839,0.23,6.2
2016,91,5,13,12838,4.75,5.4
2021,93,2,10,12836,40.5,6.2
1995,111,6,9,12816,0.08,7.5
1998,119,7,9,12815,0.8,7.6
1990,116,5,11,12811,15.38,6.4
2000,119,0,13,12805,15.33,5.7
2016,98,5,9,12803,0.02,6.7
2012,101,7,13,12796,0.1,6.2
2012,152,7,9,12790,0.11,7.5
2008,167,7,9,12789,0.19,6.9
2010,139,7,17,12783,0.36,7.8
1999,92,7,19,12780,0.25,7.3
2017,139,5,9,12773,1.99,6.1
1956,98,6,10,12758,0.02,7.6
1990,112,2,10,12757,2.32,6.5
2013,103,4,11,12745,0.09,6.8
1999,129,5,11,12737,27.8,6.4
1998,96,7,11,12734,13.51,5.4
2008,106,0,11,12733,0.04,6.3
2014,123,7,13,12728,0.59,6.3
1994,118,5,13,12713,6.51,5.9
1995,101,5,11,12710,33.19,6.5
2004,104,5,13,12687,7.74,7.0
1997,102,7,13,12684,13.72,7.1
